user_id,product_id
1421,952
9713,107
3318,700
7995,692
5077,121
3676,297
4427,591
379,296
5935,215
4775,944
5300,27
6408,494
9036,383
1182,744
7079,341
996,202
2521,411
1135,226
532,593
1120,895
8380,480
9634,110
1154,815
5432,140
1933,72
6576,711
3099,564
5359,958
8901,558
2207,716
4523,879
1344,439
2032,815
5636,503
4687,833
8381,95
3723,671
1602,933
3253,461
9481,696
4532,490
1981,463
9813,976
1136,535
5681,630
1205,614
766,905
7339,913
5403,912
1285,486
8013,629
1697,993
8710,251
2588,176
5877,607
1902,524
7225,799
2736,321
2263,887
394,319
95,32
2702,313
8477,970
8455,593
9833,51
1631,28
2995,416
7369,116
2634,920
1105,565
5560,217
6443,749
2147,605
5532,699
8001,968
5467,91
6897,849
1242,228
1857,906
7562,326
8505,818
5497,8
3698,714
8046,375
1844,575
986,306
7897,603
1877,992
6855,351
2199,412
4394,967
1220,526
1320,897
6629,126
6243,62
5165,592
14,586
6699,347
9361,903
3065,531
5532,99
6873,194
2367,966
1820,610
9557,90
793,330
6260,396
1253,429
1667,52
3922,410
5407,775
877,788
970,37
1634,436
1563,30
805,219
8996,502
2543,315
3139,833
5203,546
9660,183
4711,588
6870,692
9483,696
8367,451
2002,185
1152,700
6832,735
210,474
8719,492
598,687
9820,852
7145,462
5188,469
8047,153
4387,616
8429,869
3664,811
8854,228
4763,238
2756,98
6530,459
3025,728
8543,722
3298,264
9664,687
5734,640
8497,801
8379,458
4942,226
6383,204
4125,682
6657,282
6105,540
7858,325
5290,294
6883,222
4367,191
7748,28
8153,910
9458,781
3545,525
239,913
5843,703
612,446
4897,915
3483,828
8302,677
9326,254
1111,320
1460,779
6130,894
6443,263
194,477
6463,355
6782,520
1695,204
2818,680
2947,183
8215,798
5462,293
6684,751
9538,423
8284,77
8984,460
9013,595
3765,69
3278,714
8246,275
9655,449
6507,940
5256,533
869,294
4981,529
9246,242
4194,77
7923,751
3670,538
7893,576
545,758
586,535
4598,862
9391,332
8922,801
1633,467
173,208
7699,530
9683,539
6104,974
5287,65
6902,571
7385,896
4473,430
7850,196
1742,59
7758,910
9467,52
4384,502
2390,778
9780,572
3959,287
5196,257
5365,865
6800,855
6262,66
2378,184
2779,32
7735,246
571,582
2725,467
6968,31
6123,637
8375,394
989,490
3708,538
9922,62
2899,698
8700,488
1865,600
5211,157
5245,882
9404,866
6213,624
3455,61
4582,829
7426,812
114,71
7519,813
1427,197
1052,200
4561,984
4654,558
5150,191
7668,751
5620,139
7130,378
8367,705
1341,863
7908,217
9779,643
3748,770
8215,231
8535,339
4520,455
4840,418
7567,753
138,174
4363,194
5560,912
5835,630
7697,585
1746,52
1735,420
8353,411
1759,334
3940,883
9645,923
1553,791
7488,142
1581,609
981,850
8384,355
4254,296
1007,152
8876,249
5727,604
6954,280
7777,270
9289,575
3525,516
3523,928
5397,983
5925,775
7106,287
4809,928
3194,211
6939,839
3930,331
801,158
7101,891
7459,288
5819,316
2682,670
6466,383
2616,141
7810,743
7490,710
3038,851
2799,340
4183,34
804,572
7652,534
8773,756
9781,38
1973,738
1194,172
9378,755
1668,737
7630,896
2331,494
5989,596
7750,16
7125,889
5291,646
9091,807
236,348
725,948
5228,30
7069,519
5165,582
2066,74
7367,702
4698,952
7268,473
9770,851
6816,812
2482,531
3005,823
8149,908
5101,46
2401,855
9954,766
5195,760
8518,460
3844,930
9292,192
2838,822
6162,684
5569,465
1494,556
7406,580
4053,950
3196,211
9085,637
6193,144
7194,6
7809,132
7002,870
5665,717
6105,594
6828,491
5150,452
1925,328
7579,820
5026,460
8283,5
9168,235
9590,760
7229,402
6130,78
2760,169
1010,246
6393,587
7056,659
7757,529
6769,84
8254,780
2674,487
4001,635
4625,317
4564,777
3286,657
6180,141
8146,86
4777,604
9326,263
520,207
2383,131
5253,670
9128,704
3960,866
9394,857
499,169
1508,36
9289,228
6866,410
1841,625
3804,617
6076,841
9548,90
1662,820
5098,362
5338,394
4564,63
8706,902
7575,91
7405,246
8285,156
4539,725
1229,666
1317,837
2211,976
89,788
2284,650
8185,47
6745,953
2100,452
8242,384
85,850
8393,527
2485,522
3266,476
7295,360
860,429
8572,167
8003,478
7945,643
7934,931
3416,737
5152,890
6169,796
67,723
780,362
925,256
7043,761
519,650
9738,651
9242,996
7212,799
2917,677
4141,910
7391,957
6965,485
6698,666
3551,49
7905,813
7355,147
1754,127
8170,90
3479,600
6752,964
6829,377
9978,205
1020,183
4335,649
2706,252
9376,96
6715,869
8536,15
7793,33
3459,370
620,979
1331,745
8012,66
7257,891
2935,657
721,711
699,674
1303,97
1379,25
7764,45
5583,587
7479,232
549,240
4136,362
5668,242
6398,292
7206,917
8400,703
3196,226
6486,165
8877,702
1535,750
8579,661
2712,386
4296,103
2588,755
4882,217
1888,663
2860,66
6691,162
7057,609
6262,183
5082,261
2428,147
9078,118
2709,644
9180,621
5486,25
9385,377
1857,321
5233,534
9059,854
8190,630
135,5
9715,429
5929,548
3209,365
2025,252
3176,621
7071,396
8702,708
5809,593
572,242
5868,903
6561,893
3873,491
2615,482
6369,185
5675,126
5479,67
9419,13
9260,257
6524,779
3258,562
1838,648
7686,90
5681,626
8356,501
2714,811
2594,572
8011,370
2662,916
4321,413
7673,579
2413,255
8311,302
4875,690
1478,390
9184,653
12,532
6561,16
1357,94
2269,827
4430,304
4913,359
9217,208
7219,736
4177,748
1971,34
1208,626
8017,296
4074,113
5156,421
9004,758
658,929
1614,179
7051,110
5237,481
4308,742
8532,753
3972,17
8351,16
5406,353
6141,220
9161,246
5477,297
911,333
2405,887
5811,75
7892,443
3652,581
8526,520
5091,61
6563,315
2055,793
5894,178
2009,134
6551,944
6651,195
6220,833
339,742
4911,165
1239,741
4537,196
1489,157
8746,850
2168,363
2428,749
5370,762
1576,677
6335,460
9232,385
711,992
2100,145
2477,514
455,75
1982,45
791,731
5641,948
9873,458
6273,957
289,70
2958,285
187,844
2999,787
8545,184
188,668
6102,449
4717,446
5079,538
8447,42
7334,165
677,527
7559,749
4929,843
6799,824
7324,793
7426,760
2346,48
1847,19
6045,662
2648,859
4674,271
3010,350
1284,139
3882,730
9077,298
9418,432
613,56
7355,158
712,791
5037,180
2219,358
228,744
9934,447
6491,203
4864,351
9426,866
3502,154
2014,376
63,89
2913,669
5643,146
9513,220
1035,452
9636,876
1892,148
2636,615
5687,393
435,279
4660,963
6312,184
2019,397
8665,385
5836,19
5867,440
9799,594
2410,538
864,800
5225,151
4450,991
3371,233
1772,874
9013,205
7639,546
6497,823
6886,893
8447,219
4374,697
322,284
5390,647
3113,447
2056,300
7961,49
8421,185
8706,243
7191,261
757,783
2349,899
5375,529
8386,407
5939,838
4627,750
3562,461
3511,673
5744,796
8786,942
7600,852
8939,689
5208,749
2916,747
1561,81
3579,461
8912,182
69,668
7044,935
1358,739
5490,365
1692,607
6043,914
6882,639
7974,947
8271,121
721,527
8139,847
7573,301
1378,345
1842,220
2689,850
6050,314
4568,267
2013,859
6950,66
8446,965
950,460
5834,615
1189,607
9983,149
5996,992
4071,715
580,126
3170,166
529,385
8478,202
5043,42
4678,662
3327,303
9842,111
5754,649
3477,467
720,295
5375,854
8548,169
1666,598
5631,254
9485,764
8125,28
1548,11
518,530
2520,933
2083,391
7682,180
3831,712
7864,921
7842,624
1372,676
6653,426
4891,519
8285,784
6336,223
5648,677
902,937
6094,615
5390,452
5853,487
6403,815
2002,943
6204,309
7344,622
8962,29
6635,334
3096,87
7104,766
9090,183
9625,295
3316,611
8929,983
1020,804
9427,738
7027,855
5687,97
4467,393
3154,873
2246,331
8571,121
9195,334
504,212
5197,923
2456,515
9127,129
6815,572
1585,424
9478,872
63,922
8133,76
6878,803
2493,255
5204,574
4142,493
2913,447
4767,162
9159,614
9874,438
6685,350
4713,987
9136,567
3797,280
5265,375
8904,485
8584,502
2633,992
7827,137
4623,12
963,0
9694,646
3333,851
6602,781
6350,116
1704,36
791,448
822,344
8452,227
5768,645
3717,391
957,836
5957,854
2599,613
2285,406
5010,294
6798,608
7541,239
7935,740
1635,548
5259,356
3734,568
6338,671
8921,63
3912,328
8826,988
8375,300
2846,263
5595,969
2891,153
996,298
7454,351
1734,450
2103,3
7689,451
9720,448
4594,706
3159,273
3058,91
4244,743
7364,356
9482,244
1106,134
9660,856
443,269
6690,857
5429,949
6345,73
5933,353
53,412
2256,5
8174,59
4982,989
9459,243
7545,960
6269,688
9959,734
5166,604
9091,748
5702,49
4677,609
6887,563
4914,340
8251,495
2417,732
9168,533
5203,652
439,807
6796,143
9465,557
4752,802
3060,164
190,677
4831,514
9946,768
8746,851
5831,405
5939,511
7848,647
9460,365
4561,651
7794,588
6185,361
3542,328
8494,882
1778,158
6208,584
1656,518
6709,372
7531,424
2383,632
4945,158
9182,630
6963,225
1248,102
8834,417
6198,172
7448,853
8125,442
3515,326
5400,53
4783,858
9704,871
9233,643
2768,458
5020,616
7133,401
7965,997
3755,166
5141,6
612,618
7553,912
268,421
4740,521
8209,763
239,126
4011,451
4634,773
5552,179
3917,983
196,480
247,290
3416,144
4692,334
891,266
6120,335
5301,462
4444,499
1868,329
6424,42
5097,254
1715,841
820,873
8369,698
5915,762
2720,355
6867,301
4801,560
6078,667
5197,467
2187,182
8964,708
8323,940
6558,288
197,200
6650,691
4107,110
1020,795
6830,591
4314,123
6296,607
5479,449
6119,139
3844,964
2213,563
7160,92
872,386
7644,194
9753,793
7559,467
2362,13
3198,304
660,467
7204,100
8876,707
7730,382
6592,696
7484,681
2630,272
3582,552
3231,639
3310,579
4979,212
5704,426
8639,134
6910,723
3859,378
9493,162
5381,906
2863,747
4008,332
1749,126
6180,98
7344,147
9497,893
8454,17
6440,31
5057,490
731,630
6053,978
971,88
5913,984
1343,83
8132,164
534,955
6416,692
5868,789
3863,414
2257,456
2646,763
2035,928
3365,566
8799,474
7443,868
4322,869
4479,246
317,319
1000,563
6222,317
8192,13
7158,528
3816,551
6513,757
349,808
5478,877
1064,927
4590,196
5997,413
331,2
241,18
5751,146
1070,974
6821,728
1742,382
6099,587
2001,108
6164,299
7478,49
7373,541
8977,853
254,390
9296,387
4571,982
5075,46
901,788
3247,278
1944,94
5444,797
5785,405
5557,834
8272,972
4109,124
3124,502
3917,631
6773,488
1926,875
6444,44
5000,293
15,964
8068,76
8080,291
990,9
4461,1
944,257
8900,302
1479,561
3792,467
7661,905
4673,336
8917,590
3263,474
2392,572
1233,189
888,646
3608,258
7692,545
23,460
7787,629
6693,56
4107,211
7437,409
5941,674
534,40
4571,709
6102,735
1955,694
9085,684
7405,252
3151,289
6603,482
3931,595
6854,286
9745,48
8335,743
6639,354
4391,104
5374,930
873,536
1435,589
7148,883
3561,56
3846,825
1191,327
220,397
2399,452
2950,617
6317,177
4130,756
247,332
77,87
6951,542
1195,828
2328,865
5715,825
3987,38
4083,67
5152,703
4151,135
1074,9
1324,396
4646,828
4883,651
545,627
2885,331
4099,122
5763,559
4978,698
888,982
1898,84
1495,283
3335,292
1169,739
8868,646
2186,150
1952,27
5060,43
2265,266
6050,452
8063,59
8933,470
2450,18
6799,208
1379,531
6502,978
6213,791
2073,757
5390,200
7569,633
5516,118
936,451
8505,978
9890,38
5525,636
3082,484
7525,759
8978,366
3695,59
4855,310
7673,260
3693,531
573,467
4994,154
6970,255
5131,549
7790,230
8224,24
9409,638
5532,425
2907,340
5580,380
9974,488
7760,155
4549,352
5219,550
6892,704
1806,702
8765,65
7967,161
9366,307
1310,493
4920,47
2662,518
6413,908
2595,767
6657,427
2785,693
2445,480
7844,644
225,455
117,51
5035,971
6307,540
4918,830
565,598
7416,755
3051,871
1696,69
690,358
2193,393
3981,794
3841,314
5174,859
8163,781
2961,132
449,220
8918,51
5764,928
8574,712
8581,266
4075,534
7109,80
4427,259
8095,278
1762,114
2925,213
7184,926
2128,1
8228,661
458,356
3436,889
4694,701
5201,857
1692,747
5336,551
4020,921
3529,578
5444,165
9945,473
4860,202
6674,143
1439,789
3294,997
1391,513
372,373
9916,357
3785,792
5260,288
1910,926
6349,401
2676,191
5100,428
7477,448
1476,727
9804,813
3086,656
1168,12
3525,386
7853,123
1136,328
209,611
5620,907
2287,783
7142,994
9411,756
2996,565
2012,76
3644,827
415,345
2376,345
6583,65
1768,818
3124,920
6122,705
8867,946
2566,527
1096,873
7214,178
6958,417
1647,441
7417,851
6888,122
4175,481
3689,415
7126,364
120,407
6331,953
7618,430
6271,593
1383,128
6276,935
4262,543
1399,269
107,348
9933,697
157,722
6125,791
651,779
2596,476
3230,558
4356,554
3000,408
6481,871
3126,931
3114,934
5488,684
8545,459
8378,188
9208,116
9580,457
5203,779
6297,611
5035,880
3123,181
7100,143
5337,45
1322,280
7833,498
5245,96
7215,186
3767,487
1624,973
5587,192
7162,539
8485,370
579,401
3402,411
5021,571
2019,646
5034,703
7048,766
3069,683
1963,680
1587,593
7007,875
9402,807
4154,176
9058,150
3788,569
6408,254
7760,905
3298,979
6900,528
2653,993
1340,521
3287,262
2486,187
2752,659
9432,219
5351,191
2211,774
6625,863
9418,663
4869,790
3881,881
9568,184
7342,478
4834,293
3980,638
8450,438
2197,606
9133,519
4464,890
8503,264
9012,999
1413,716
616,135
4759,612
1924,794
8085,128
4836,547
9792,2
3277,829
2188,340
4297,505
1440,456
7626,732
4422,290
1998,176
824,641
158,60
5089,660
486,866
5136,639
6950,258
3534,771
3214,153
6338,148
6180,541
8672,757
7069,417
1288,714
6034,544
2499,901
2189,526
5549,9
4989,811
8944,355
1696,225
2114,489
8544,297
4583,932
3451,206
435,590
2770,587
3670,730
3041,60
4583,118
1012,407
7688,328
8233,378
2987,365
7941,905
1780,920
6774,721
4896,730
110,676
4884,590
1978,160
9852,344
9261,883
5515,819
7839,954
3277,640
471,483
1606,27
4423,125
8689,242
3782,979
3255,13
1025,669
2791,293
8726,817
7955,387
1236,320
6444,660
9770,604
5374,824
8720,875
1620,312
430,934
3130,583
4430,543
6851,334
5968,444
6838,267
6202,658
9451,37
9147,994
7566,432
7194,580
2692,836
2397,177
216,448
7820,168
2662,599
1379,251
4455,234
4319,282
364,614
4799,60
778,909
5637,587
2881,299
9889,743
2942,513
153,324
8217,105
3595,456
1840,614
9966,682
6549,560
3863,410
9291,812
6763,749
1473,728
5134,3
1853,185
3333,407
3539,543
23,526
4715,601
2152,493
5178,774
9366,338
6124,901
469,438
5174,431
6374,708
6910,924
691,875
3299,182
3468,28
6249,613
1475,313
7632,829
8794,51
1390,346
5289,356
3172,333
5685,794
9561,525
4146,723
2991,372
4067,533
6524,116
9652,119
1873,45
2121,15
3510,278
8892,541
2171,40
6728,669
7429,670
4162,148
4149,85
1174,498
5877,120
1171,486
7152,66
4568,102
8105,576
9444,760
5173,51
1683,81
8380,700
5438,74
3701,56
5670,167
4918,35
5569,312
5185,515
2425,890
4098,326
5470,746
7679,839
2386,780
5856,290
676,764
9508,446
2240,370
6998,574
1716,227
1754,484
8479,30
2899,79
3719,941
8394,500
1210,883
6811,885
6137,997
3189,325
4086,918
3905,549
4945,245
4789,785
7694,865
9182,649
2262,829
393,751
43,996
5846,583
2264,905
3134,579
4650,286
5419,851
9590,529
3665,598
1677,114
8111,299
4647,696
2460,663
8502,113
592,942
8128,860
1202,116
5665,241
9840,185
5940,688
1165,743
5183,705
9899,38
202,806
2046,522
4,463
2483,995
7656,10
9282,765
163,214
9332,347
9973,264
1349,941
4171,868
724,874
7743,432
2251,336
9495,62
4469,249
2258,751
5678,56
1605,434
6145,390
7957,850
9610,172
1412,977
43,773
9436,251
8256,75
8645,227
5788,842
2868,517
379,961
7089,583
4499,32
6225,260
7927,882
4591,563
7630,393
8470,995
5624,783
5931,851
7262,257
4933,847
7837,66
2664,308
6605,512
1142,156
7365,465
4953,756
9785,594
7694,505
9231,899
54,149
9681,164
5560,259
6389,119
6275,156
2628,659
9493,320
2333,825
2063,994
4925,315
6626,40
3584,807
1162,26
8287,292
4914,141
9647,398
9670,821
460,137
5596,481
8988,867
5650,407
7175,150
5179,937
7485,143
1675,525
3786,228
7610,223
8135,505
7896,385
8102,743
7007,746
9125,676
4350,88
7487,770
2466,388
9861,270
7142,185
4112,411
75,786
566,905
9797,787
986,100
9759,655
4936,777
7922,430
4130,270
7099,21
4935,360
7818,178
1195,340
227,115
2116,105
722,112
7940,221
2853,439
1687,988
7226,195
4091,32
2811,768
7891,723
8603,945
7222,941
5368,602
9487,82
3228,136
2680,419
6482,537
623,799
1822,147
3700,609
6898,97
423,314
5205,53
2865,316
3090,589
1559,715
1070,51
6082,511
6884,136
7759,315
5580,38
7992,661
805,635
682,553
7662,373
7537,697
8492,63
448,656
1686,908
8375,597
2050,769
7627,633
6789,893
1342,600
4070,536
609,599
3288,919
9394,974
7310,94
6643,835
3955,766
3,173
3513,618
4893,972
5410,293
8628,151
8546,485
4194,460
1188,896
7544,722
2927,971
5914,275
4054,971
1804,81
7504,529
3010,690
12,62
4669,410
7236,882
3779,29
9074,6
9511,392
904,482
2255,11
6554,797
4329,948
2967,645
401,773
6543,386
1559,492
1735,98
9984,898
3265,536
2058,332
3194,864
662,324
1585,588
3093,826
1550,641
7158,664
5744,480
1931,243
1082,594
8721,745
1051,518
2438,379
2179,327
2058,963
5979,481
551,440
1334,744
1693,843
4933,77
9809,573
7213,127
3746,2
5328,230
2508,677
6842,561
8132,929
1565,579
5040,283
6193,139
495,570
7984,685
1285,361
9122,209
6865,753
7529,830
3255,95
4670,363
257,100
2437,67
5648,700
9824,251
5562,85
4661,270
4149,816
5469,214
5044,905
5570,227
7605,783
6947,890
2584,462
1937,992
5313,758
9642,726
1755,128
3507,294
232,396
2860,980
2199,241
5492,458
5552,388
9390,871
613,780
462,588
1192,912
2194,637
7326,519
4672,627
8193,984
1194,618
2014,88
439,359
2677,317
5367,335
1561,470
4281,699
5666,459
9899,411
8322,27
3048,74
7632,417
957,537
8163,673
4186,463
5029,2
6762,516
8852,924
7869,409
5526,885
2439,358
7324,316
5249,187
5548,133
3467,859
2406,297
8425,20
4826,811
1174,923
4329,845
9886,18
7838,670
8699,351
4015,253
4647,65
4997,104
6283,182
4422,368
6890,487
5158,3
8359,282
4142,459
9727,532
7700,771
1823,275
5275,309
2837,438
817,424
5353,295
7129,951
8358,722
3384,236
5818,376
2317,112
8325,695
7779,762
922,975
9082,3
2202,960
7293,565
2011,33
7028,740
3521,651
9763,817
1580,719
2010,439
6542,530
8553,688
8540,314
7425,230
6935,426
9889,596
5322,67
9453,583
4649,386
4414,426
8667,631
3852,160
8278,482
1563,782
8323,434
9988,777
9043,977
4304,680
5095,589
818,850
7767,574
3728,890
5355,518
3294,356
2142,811
7837,318
7981,333
6096,877
8168,680
2180,525
1900,768
4942,573
5321,273
3719,313
4875,314
4360,851
8224,16
5618,482
7804,80
6001,724
9547,277
5435,864
1116,624
4078,627
2594,646
9564,88
175,702
3816,99
9019,899
2953,25
6216,231
6880,382
9028,248
2460,894
6744,196
1003,267
9639,320
9457,82
7246,642
9220,346
7904,976
1781,944
2698,339
6060,661
4980,576
6064,641
7641,834
7322,487
3497,460
3336,165
3251,27
4597,75
6815,814
1301,486
8370,200
8499,565
450,707
6732,794
9762,162
3206,728
6966,181
1415,197
2377,438
7552,108
1218,693
1742,394
5014,65
9756,89
8430,813
4655,347
7650,96
7478,719
3384,254
1047,148
9665,159
1820,812
9859,61
2323,951
6163,903
8624,237
1719,528
9248,666
5389,186
7650,868
1944,83
6191,389
2913,159
7667,957
5079,713
4736,944
4699,534
5450,579
2492,552
4920,367
7018,823
4402,49
2501,330
9201,691
8252,892
7358,561
875,524
6722,584
6629,390
5313,987
1481,933
6604,779
2433,602
9131,629
2250,989
9972,599
4052,990
3352,595
2012,891
2206,947
2032,157
8822,305
6813,732
8327,673
5272,743
965,69
5652,571
8354,578
5596,872
6256,966
2624,49
5128,171
9537,236
2236,84
5261,269
121,428
9860,503
4168,166
8919,643
4419,629
8468,848
681,482
952,854
9720,316
5758,636
5326,104
5165,411
5537,846
3455,205
85,480
4962,889
6953,30
6592,627
9379,727
7919,445
6676,542
7404,167
8494,167
5262,136
4402,628
4982,483
6336,347
5008,498
8948,93
3902,354
5914,390
5938,37
2166,780
5940,974
1474,960
1345,386
1496,479
633,841
1796,420
1893,18
2203,987
3782,904
766,754
4531,87
9190,744
3135,332
9732,294
4165,298
9165,217
6684,353
6325,496
6830,326
6346,527
8429,59
1933,450
6328,930
6676,286
7070,956
441,922
7689,3
2448,157
2146,251
723,997
9321,103
2398,149
2223,33
1338,64
5336,491
1484,575
5874,690
3922,146
7920,863
8037,171
4214,925
6164,267
3476,53
1940,988
2637,478
9324,278
806,381
2803,11
6537,617
2810,296
2199,899
5258,381
4215,129
1310,765
1068,363
1010,184
3157,325
2121,857
3498,76
5136,536
4620,447
2465,115
7580,542
5070,764
3240,5
9230,876
8476,21
4211,231
3469,571
8666,776
2719,352
8498,583
8073,388
2740,595
1413,823
5289,347
4491,900
1900,635
7372,632
5409,306
6504,141
5843,519
5804,300
2015,478
5032,56
7127,123
5184,36
6431,44
735,555
9768,726
5180,528
3327,577
3763,359
5629,689
5047,208
2398,555
5417,921
